ProteinID,tSNE_x_dim,tSNE_y_dim,Organelle_annotation,Detailed_manual_annotation
P37108,-36.02670766,27.31991728,Cytoplasm,
P37198,-28.37152312,28.86144172,,
P37235,28.6331502,10.39736881,,
P37268;P37268-2;P37268-3;P37268-5,15.595774,55.63837971,ER,
P37802;P37802-2,51.88263966,-39.99407252,,
P37837,-31.85805087,-1.970158835,Cytoplasm,
P38117,-15.97790351,-56.1071575,Mitochondrion,
P38159;P38159-2,-42.80434918,14.7784028,Nucleus,mRNA splicing
P38432,-19.02011964,48.28869038,Nucleus,
P38571-2;P38571,50.69468023,22.35249392,,
P38606,29.13912787,-22.01049606,,
P38646,-43.12829314,-24.77326874,,
P38919,-49.0322296,8.663241435,,EJC
P38935,-3.046923759,39.17649262,,
P39019,-52.63478234,-12.63173755,Ribosome,
P39023,-50.01229485,-13.28569354,Ribosome,
P39656;P39656-3;P39656-2,28.33166635,-38.98797131,ER,
P39687,-42.8368695,18.95265407,,SET
P39748,-18.81368669,54.3713514,,
P39880-3;P39880;P39880-2;P39880-4;P39880-5;P39880-6,-26.35664373,15.65406395,Nucleus,
P40121;P40121-2,14.29176255,-39.6616122,,
P40123;P40123-2,-17.85769575,-40.80452884,,
P40222,9.695956792,58.61631087,,
P40227;P40227-2,-39.61567405,-15.03646332,Cytoplasm,
P40261,13.49567584,-18.80441124,Cytoplasm,
P40306,48.68793671,-9.4587631,,
P40429,-49.41768408,-14.32198866,Ribosome,
P40616;P40616-2,30.15028928,-44.97698652,,
P40692;P40692-3;P40692-2,-8.637351108,41.81804749,Nucleus,
P40763;P40763-3,47.14101878,-21.6374215,,
P40818;P40818-2,-10.35632853,58.20201372,,
P40855;P40855-5,6.391387386,-41.42111877,Cytoplasm,
P40925-3;P40925;P40925-2,19.39979397,-43.275722,Cytoplasm,
P40926;P40926-2,-16.48645012,-55.53211993,Mitochondrion,
P40937;P40937-2,-18.30584111,60.76377095,Nucleus,
P40938;P40938-2,-19.07441054,60.28745363,Nucleus,
P40939,26.19731723,-48.18057349,Mitochondrion,
P41091;Q2VIR3;Q2VIR3-2,-38.13996498,-15.19350069,,
P41208,-15.19571888,-35.69520946,,
P41212,-30.8707208,23.05966643,Nucleus,
P41214;P41214-2,-21.26019663,-7.929525569,Cytoplasm,
P41218,-17.10055613,27.45500477,,
P41223;P41223-2,-14.78993283,12.33450625,Nucleus,
P41226,52.10776443,-23.40308108,,
P41227;P41227-2,-38.83420424,-3.592341589,,
P41229-5;P41229,-1.610122313,11.07139201,Nucleus,
P41236;Q6NXS1,-62.01097343,-18.60031707,,
P41240,28.52490874,-5.007718524,Cytoplasm,
P41250,-35.2007547,-25.69306932,Mitochondrion,
P41252,-40.98107888,-29.5298493,Cytoplasm,
P41567,7.113765241,7.55698889,,
P41743,-12.86125942,1.496553322,,
P42025,38.49978745,-44.85437659,Cytoplasm,
P42126;P42126-2,-14.12404533,-49.26374731,Mitochondrion,
P42166,-31.7763547,30.26882776,Nucleus,
P42167,-31.65110071,29.62001497,,
P42224,7.646548126,45.12797561,,
P42226;P42226-3,26.53780338,22.2392267,,
P42285,-24.27656966,39.19965737,Nucleolus,
P42330,11.11438596,-13.14829172,Cytoplasm,
P42345,42.67229087,-13.90632223,,
P42356,28.80194564,6.427185921,Cytoplasm,
P42566;P42566-2,50.08551581,-22.09807399,Cytoplasm,
P42574,24.46817236,13.47666497,Cytoplasm,
P42575;P42575-2,-1.623556436,43.81358717,,
P42677,-53.23100961,-14.11603606,Ribosome,
P42694,1.440124314,33.42416556,Nucleus,
P42695,5.661644129,61.14351855,Nucleus,
P42696;P42696-2,-7.67470172,43.39690393,Nucleolus,
P42704,-19.02964262,-56.98788635,,
P42765,-15.37805108,-56.04738156,Mitochondrion,
P42766,-52.92246927,-14.38550912,Ribosome,
P42768,44.34754773,8.265011501,Cytoplasm,
P42771;P42771-4;P42771-2,11.36561522,-41.91310484,,
P42785;P42785-2,12.76325717,12.81160473,,
P42858,49.55268753,-31.36253951,,
P42892-2,45.41254725,-1.542862585,,
P43007,-10.67433315,9.128705139,,
P43034,33.51386368,-18.36154553,,
P43121,14.81544593,-18.08051101,,
P43155-2;P43155;P43155-3,41.20487753,-38.05553514,,
P43243,-44.81338096,15.22423925,Nucleus,
P43246,-34.91264552,36.11896753,Nucleus,
P43250-2;P43250-3;P43250,47.45899438,4.615579225,,
P43304;P43304-2,44.21603325,-30.49734525,Mitochondrion,
P43307;P43307-2,7.040000137,-65.67107771,ER,
P43378,5.5904131,26.85963915,Cytoplasm,
P43405,45.4143507,0.630102168,Cytoplasm,
P43487-2;P43487,-55.86107438,-13.18999656,,
P43490,-39.94774634,-26.20799217,,
P43686;P43686-2,-51.051241,-21.15161886,,
P43897;P43897-2,-19.25901461,-57.09703656,Mitochondrion,
P45877,-20.44477401,-32.96903145,Cytoplasm,
P45880;P45880-2,6.695548929,-56.9194815,Mitochondrion,VDAC
P45954;P45954-2,17.70061669,-59.90227364,Mitochondrion,
P45973,-15.63276594,11.15480584,Nucleus,
P45974-2;P45974,-10.83554435,5.068677042,,
P45983-3;P45983-2;P45983-4;P45983;P45983-5,4.455136381,-32.92588908,,
P45984-2;P45984;P45984-3;P45984-4;P45984-5,20.03376887,-44.92781348,,
P45985;P45985-2,30.65572939,27.48658584,,
P46013,9.444498461,64.60387371,Nucleolus,
P46019,-57.5568779,25.34992695,,
P46060,-52.17972159,-8.27219145,,
P46063,-28.473042,28.27486462,Nucleus,
P46087;P46087-4;P46087-2;P46087-3,-52.81443757,27.99516549,Nucleolus,nucleolar rRNA processing
P46100;P46100-4;P46100-3;P46100-5;P46100-2,-10.18019159,12.08685298,Nucleus,
P46108,-42.34928218,-6.671993813,Cytoplasm,
P46109,40.81710438,-13.34339096,,
P46199,2.577899084,-46.27129021,Mitochondrion,
P46379-2;P46379;P46379-3;P46379-5;P46379-4,-8.752700138,38.65041844,,
P46459;P46459-2,32.80854166,-35.03453147,Cytoplasm,
P46531,8.318916657,48.35616341,Nucleus,
P46734,27.96695374,-9.058296211,,
P46736-2;P46736-3;P46736;P46736-5;P46736-4,17.63970098,-31.41043694,,
P46776,-45.64228116,-12.84310139,Ribosome,
P46777,-51.14778113,-13.62147247,Ribosome,
P46778,-51.58920137,-13.52946952,Ribosome,
P46779,-46.55469486,-13.47356943,Ribosome,
P46781,-44.59986724,-15.18763041,Ribosome,
P46782,-51.72179402,-14.6496645,Ribosome,
P46783,-53.38106469,-13.00647506,Ribosome,
P46821,15.29498735,-23.62255269,Cytoplasm,
P46926;P46926-2,11.76538863,-43.74885231,Cytoplasm,
P46934-4,-43.66932156,43.03718183,Cytoplasm,
P46937;P46937-9;P46937-6;P46937-7;P46937-2;P46937-8;P46937-5;P46937-3;P46937-4,11.81955649,25.86060132,,
P46939-2;P46939,37.46972843,14.9811998,Cytoplasm,
P46940,-22.58534976,-22.25998316,,
P46976-2;P46976;P46976-3,14.86966065,2.572479784,,
P46977;P46977-2,26.74772374,-38.58747336,ER,
P47224,-43.17841518,0.390555292,,
P47712,51.0608422,22.07030981,Cytoplasm,
P47755,56.79418431,-12.72919668,,Actin regulation
P47756-2,35.56576044,-16.37675538,Cytoplasm,
P47813,-43.22960911,-3.994851516,,
P47895,14.56317842,-18.57761003,Cytoplasm,
P47897;P47897-2,-55.29212306,-15.21258036,Cytoplasm,
P47914,-51.00059569,-11.80627625,Ribosome,
P47985,16.48678148,-53.84760552,Mitochondrion,complex III
P48047,25.0614604,-50.72670024,Mitochondrion,ATP synthase
P48059-3,56.27101031,6.762391622,,
P48147,15.53844082,-37.37122659,Cytoplasm,
P48163,7.14973344,5.999823695,Cytoplasm,
P48200,46.73190693,16.38520629,Cytoplasm,
P48382;P48382-2,-24.7558072,9.485635551,Nucleus,
P48426;P48426-2,48.95679147,13.56037299,,
P48444;P48444-2,-51.28914555,-10.94718464,Cytoplasm,
P48449;P48449-3;P48449-2,43.29631458,-22.29191557,ER,
P48506,15.51437752,13.67524215,,
P48507;P48507-2,21.45348588,15.42303396,,
P48553,-1.870435258,-38.93109304,,
P48556,-36.42277088,-21.59237724,,
P48634;P48634-3;P48634-2;P48634-4,24.13780449,31.22896693,,
P48637;P48637-2,4.041317793,-24.89512941,,
P48643;P48643-2,-39.33361702,-14.47180622,Cytoplasm,
P48651;P48651-3,5.322897481,26.52332541,ER,
P48681,2.606699281,-39.25802572,,
P48723,-2.917931824,1.180696106,ER,
P48729;P48729-2,36.49263475,19.15183622,,
P48730-2,2.069692007,34.45707628,,
P48735;P48735-2,43.29180825,-32.70031775,Mitochondrion,
P48739;P48739-2,4.400883358,-30.00145225,Cytoplasm,
P48960-3;P48960-2;P48960,-19.39853921,-33.15795539,Secreted,
P49005,-22.21883502,34.03604646,Nucleus,
P49006,-15.95049784,14.54630577,Cytoplasm,
P49023,-30.38062813,17.91673225,Cytoplasm,
P49137;P49137-2,36.4086359,13.85699875,,
P49189;P49189-2,10.7222442,-44.41056233,Cytoplasm,
P49207,-47.46230688,-12.95050825,Ribosome,
P49247,31.25801367,39.35751353,,
P49257,30.68339106,-46.05582041,ER,
P49321,-41.17222721,33.62189462,,
P49327,-4.80610891,65.62934166,Cytoplasm,
P49354;P49354-2,11.99722804,-24.15529002,,
P49356;P49356-2,4.533447335,-13.94954319,,
P49366;P49366-2;P49366-3,-11.65264266,66.43857938,,
P49368,-39.71701365,-15.15438913,Cytoplasm,
P49406,-7.993177813,-18.80477394,Mitochondrion,
P49407-2,40.64490827,16.47380342,,
P49411,-17.14836473,-56.06781966,Mitochondrion,
P49419-2;P49419;P49419-4;P49419-3,11.92732968,-45.25965472,,
P49427,-7.934384717,49.49128992,,
P49441,7.981317677,46.6500081,,
P49454,-5.453137238,-3.509891737,,
P49458,-36.10563945,27.40237645,Cytoplasm,
P49459;P49459-3;P49459-2,-45.72679562,29.1108468,,
P49585,-30.12647257,-16.63410005,Cytoplasm,
P49588;P49588-2,-32.94197183,-15.95491356,Cytoplasm,
P49589-3,-34.81549225,-25.87341924,Cytoplasm,
P49590;P49590-2,3.284126541,-54.99698264,Mitochondrion,
P49591,-36.75364286,-20.0921851,Cytoplasm,
P49593;P49593-2,40.69730389,-13.08274984,,
P49642,-18.18775453,61.91393195,,
P49643,4.387482432,59.51366845,,
P49662;P49662-2,20.89268729,15.67999475,,
P49711;P49711-2,-22.67926017,44.21717175,Nucleus,
P49720,-23.17372194,-9.735628298,,
P49721,-25.11574993,-10.64114655,,
P49736,-18.49436742,59.50360625,Nucleus,
P49748-3,28.47429392,-50.75001235,Mitochondrion,
P49750-4;P49750;P49750-3,-43.69687146,4.351189807,Nucleus,
P49753,17.38459526,-34.11783421,Mitochondrion,
P49754-2;P49754-3;P49754,0.20855508,-0.433460058,,
P49755,30.44705975,-43.14224525,ER,
P49756,-23.34256281,38.95472161,,
P49757-3;P49757,-14.93363893,34.97677916,,
P49761;P49761-1;P49761-3,-25.4840428,49.87435784,,
P49768-2;P49768;P49768-7;P49768-6;P49768-3;P49768-5,-3.569675038,3.303510128,ER,
P49770,-31.49171852,-12.60568318,,
P49773,-43.29163481,-12.53653458,,
P49790;P49790-2,-7.399628084,40.69898944,Nucleus,
P49792,-50.0047238,6.214370038,Nucleus,
P49796;P49796-6;P49796-4;P49796-1;P49796-9,6.604178406,33.04843551,,
P49815-4;P49815;P49815-5;P49815-3;P49815-2;P49815-7;P49815-6,6.632016127,42.23002613,Cytoplasm,
P49821-2;P49821,14.83748726,-53.1218721,Mitochondrion,complex I
P49840,21.28870277,3.064904764,,
P49841;P49841-2,28.08285007,2.573761812,,
P49848;P49848-3;P49848-2,-24.81537788,51.60143276,Nucleus,
P49902;P49902-2,19.98939926,-0.118994424,Cytoplasm,
P49903;P49903-2;P49903-4;P49903-3,-19.2958923,9.424330043,,
P49914;P49914-2,-15.35061404,-37.82842128,Cytoplasm,
P49915;P49915-2,-19.54410768,59.46787286,Cytoplasm,
P49916-3;P49916;P49916-4;P49916-2,-13.60815454,43.36950141,,
P49917,-12.73578434,30.20841443,Nucleus,
P49959;P49959-3;P49959-2,-28.53707407,24.5140937,Nucleus,
P50148,55.284737,6.614739924,Nucleus,
P50213,-44.28810954,-28.39420851,Mitochondrion,
P50225,46.76518095,-0.71877293,Cytoplasm,
P50238,13.73860867,-49.20251542,,
P50336,7.907589715,-44.25820511,Mitochondrion,
P50395,21.90296341,-19.26859073,Cytoplasm,
P50402,39.76863872,-23.18003271,Nucleus,Actin regulation
P50416;P50416-2,48.58209942,17.33647314,Mitochondrion,
P50452;P50452-2,13.36667092,-20.8771172,Cytoplasm,
P50453,68.48012498,-4.513307383,Cytoplasm,
P50454,-39.9285342,-6.626554585,ER,
P50502;Q8NFI4,21.26012409,-20.77504439,Cytoplasm,
P50552,47.26506273,23.03829278,Cytoplasm,
P50570,32.52712536,-10.80300152,Cytoplasm,
P50570-4,38.8757103,0.372501332,Cytoplasm,
P50579;P50579-3,-36.87270359,-6.0692304,Cytoplasm,
P50583,4.512616933,-26.79244821,,
P50613,-36.71885957,22.89049493,,
P50748,-3.810176818,-37.46637245,,
P50750-2;P50750,-22.72969145,40.63414061,,
P50851-2,42.9891766,23.51717298,ER,
P50897;P50897-2,-10.95612094,-47.14418201,Secreted,
P50914,-45.32789267,-13.80692922,Ribosome,
P50990;P50990-2,-38.98159559,-14.23552145,Cytoplasm,
P50991,-38.74736212,-15.24105626,Cytoplasm,
P50995-2;P50995,34.41205308,-2.393244843,,
P51003,-12.50905119,52.26624371,,
P51114;P51114-3,-43.42016411,12.62654716,Cytoplasm,
P51116,-28.50738922,-5.634452651,Cytoplasm,
P51148;P51148-2,38.08888729,-26.24884515,,
P51149,31.92226059,-42.02973259,,
P51151,36.72896028,6.99275303,ER,
P51153,28.94089755,10.92332278,,
P51157;P51157-3,-20.09971329,-1.570436366,Cytoplasm,
P51159;P51159-2,53.07777698,-25.1195201,,
P51398-2;P51398;P51398-3,-15.77304325,-22.85211837,Mitochondrion,
P51452,34.41963819,0.875481397,Nucleus,
P51531,-24.69981865,9.441549964,Nucleus,
P51532-3;P51532-4;P51532-5;P51532-2,-12.13384894,50.68866079,Nucleus,
P51553,-44.54164157,-28.5800372,Mitochondrion,
P51570;P51570-2,34.90137914,-36.16249603,,
P51571,7.140125742,-65.82339733,ER,
P51572;P51572-2,31.30158772,-39.25463515,ER,
P51580,-9.744448225,-7.953063298,Cytoplasm,
P51608-2;P51608,-6.029219669,-40.91126118,Nucleus,
P51610-4,-24.15137029,57.2269421,,
P51617-2;P51617,-57.3592696,-12.52301298,,
P51648;P51648-2,29.14074992,-47.61030215,ER,
P51649;P51649-2,-19.20352201,-42.25666229,Mitochondrion,
P51659;P51659-3,47.1055331,-23.65865968,,
P51665,-35.96171129,-22.14918491,,
P51668,0.739591911,7.858596704,Cytoplasm,
P51692,54.6701413,-24.62716118,,
P51784,-31.80517021,43.77367221,,
P51808,1.90532058,-42.99997428,,
P51809;P51809-3,56.74250904,-18.55526188,ER,
P51812,30.29086845,-9.653379925,,
P51857;P51857-2;P51857-3,62.75898898,0.980489087,Cytoplasm,
P51858;P51858-3,-45.0666444,20.55259942,,
P51946,-12.99975302,17.31494884,Nucleus,
P51948;P51948-2,-13.04080623,17.26417658,Nucleus,
P51970,12.79000236,-52.13446738,Mitochondrion,complex I
P51991,-47.36901015,13.62208683,Nucleus,hnRNP
P51991-2,-46.36141979,13.54819888,Nucleus,hnRNP
P52209;P52209-2,30.74443436,-11.88156273,Cytoplasm,
P52272;P52272-2,-44.24435402,16.65874682,Nucleolus,hnRNP
P52292,10.33641427,61.62466938,,
P52294,5.233235969,43.86922897,,
P52298;P52298-3;P52298-2,-21.40928428,45.2904601,,
P52306-5;P52306-4;P52306-6,38.70038727,10.47967476,,
P52429,-18.76092418,27.6587951,Cytoplasm,
P52434;P52434-4;P52434-3,-41.61475681,13.7453176,Nucleolus,
P52435;Q9H1A7;Q9GZM3,-8.832334499,10.69364261,Nucleus,
P52565;P52565-2,29.87914192,-18.5253947,Cytoplasm,
P52566,59.00116943,-1.606087927,Cytoplasm,Rho GTPase regulation
P52594-2;P52594-3;P52594;P52594-4,16.88809807,-10.33354274,Nucleus,
P52597,-43.40257208,19.94229351,Nucleus,hnRNP
P52630,13.9023933,51.02092672,,
P52655,-7.043657409,29.82131583,Nucleus,
P52701;P52701-3;P52701-4;P52701-2,-34.86437052,36.10778468,Nucleus,
P52732,11.48212265,58.80173037,Cytoplasm,
P52735-3;P52735-2;P52735,49.55930856,-29.5086765,,
P52747-2;P52747-3;P52747,-4.915106698,14.87375337,Nucleus,
P52756,-7.060070943,44.12416844,Nucleus,
P52758,-49.80834747,44.99827465,,
P52788;P52788-2,-37.70312242,-17.23746809,,
P52789,14.2283541,31.5786329,Mitochondrion,
P52815,-10.95642742,-21.30023194,Mitochondrion,
P52888,-36.56552047,-23.4101624,Cytoplasm,
P52907,35.38267643,-16.56000649,Cytoplasm,
P52943;P52943-2,-29.06288286,3.085460315,,
P52948-5;P52948;P52948-2,-53.22771714,10.19517361,Nucleus,Nuclear pore
P53004,36.29314864,-45.71162099,Cytoplasm,
P53007,14.99443244,-56.27866698,Mitochondrion,
P53041,-34.12329568,-0.500523658,,
P53350,-24.29992642,49.10234412,,
P53365;P53365-3;P53365-2,10.01995361,-6.299726583,,
P53367;P53367-3,19.65007857,39.03747857,,
P53384-2;P53384,-31.22805561,4.960973818,,
P53396;P53396-2;P53396-3,11.9248075,56.52660833,Cytoplasm,
P53582,-39.24599557,-12.08486028,Cytoplasm,
P53597,4.218222931,-54.9184087,Mitochondrion,
P53602,-38.3532715,-26.88904918,,
P53609;P53609-2,25.32545599,18.11041726,,
P53611,-41.4223615,-13.29953869,,
P53618,22.36715364,-9.691301241,Cytoplasm,
P53621,22.47158522,-9.716703593,Secreted,
P53634,18.89934772,14.99777129,,
P53667-4;P53667-2;P53667,7.724200323,3.26951713,,
P53675;P53675-2,-15.06294262,-5.151570965,,
P53680;P53680-2,38.71292326,-17.05207111,,
P53701,-37.94042007,5.298762951,Mitochondrion,
P53985;P53985-2,-30.22216135,12.06390405,,
P53990-2;P53990-3,34.66476124,-31.79845666,,
P53992,-30.11393765,-19.14161602,ER,
P53999,-33.08549091,25.63096967,Nucleus,
P54105,-6.779446147,42.4736748,,
P54132,-55.38438158,12.50280416,Nucleus,
P54136,-49.22627812,-20.68543171,Cytoplasm,
P54278;P54278-3,1.941437295,37.29396414,Nucleus,
P54577,-34.35002908,-24.91339882,Cytoplasm,
P54578;P54578-2;P54578-3,-37.81895368,-18.47886585,Cytoplasm,
P54619-2;P54619,37.26268139,-38.6437295,,
P54652,-18.09537428,-1.812449075,Cytoplasm,
P54687-5;P54687-4;P54687;P54687-3;P54687-2,2.863967315,-43.18717341,Cytoplasm,
P54709;P54709-2,-11.87393564,-27.95376078,,
P54725-3,-9.477389769,-34.65046134,Nucleus,
P54727,-58.92315371,-13.71917418,,
P54802,10.39157663,2.929813592,,
P54819,7.074432187,-49.85102443,Mitochondrion,
P54886;P54886-2,-25.31085288,-54.67655555,Mitochondrion,
P54920,35.3521913,1.316085906,,
P55010,-33.38775185,-6.087833708,,
P55011;P55011-3,-7.308972435,51.48094271,,
P55036;P55036-2,-32.65175691,-11.60325588,,
P55039,-48.59525951,-16.794746,Cytoplasm,
P55060;P55060-4,-32.47304977,13.18070658,,
P55061,-10.32131253,-21.96033461,ER,
P55072,30.61542645,-20.62778348,,
P55081,-39.46950282,25.57395174,Nucleus,mRNA splicing
P55084;P55084-2,26.17696725,-48.21980093,,
P55145,26.48100164,-35.33416347,Secreted,
P55160;P55160-2,52.43397325,-17.72937597,,Actin regulation
P55196;P55196-5;P55196-6,14.21501555,49.87332077,,
P55209-2;P55209,-47.1815516,-7.435867772,Nucleus,
P55210;P55210-3;P55210-4,-10.00023955,38.56649857,Cytoplasm,
P55212,36.32657437,-30.28033479,Cytoplasm,
P55263;P55263-2;P55263-4,3.700630866,-51.73321572,,
P55265-4;P55265,-48.77660432,15.52638212,,
P55327-2;P55327-3;P55327;P55327-7,-48.07954633,13.41692726,,
P55735;P55735-3,-22.52656051,-6.122364282,,
P55769,-50.34744641,9.938429732,Nucleolus,mRNA splicing
P55786,26.50775836,-14.58658298,,
P55795,-36.19020653,14.59262656,Nucleus,hnRNP
P55809,20.46210005,20.29801884,Mitochondrion,
P55854;P55854-2,-30.27657831,-5.443888368,,
P55884-2;P55884,-40.76819576,-12.58019843,Cytoplasm,
P55957-2,32.35160629,38.7735729,Mitochondrion,
P56134-2;P56134-4,7.036754072,-44.01169176,Mitochondrion,ATP synthase
P56134;P56134-3,24.50717645,-50.6290029,Mitochondrion,ATP synthase
P56181-2,17.1904323,-33.42584402,Mitochondrion,
P56182,-29.67331976,49.40837988,Nucleolus,
P56192;P56192-2,-36.0823169,-17.61395051,Cytoplasm,
P56270-2;P56270;P56270-3,-24.58731232,16.94481376,Nucleus,
P56377,9.619241605,44.00686681,,
P56378;P56378-2,23.70047628,-48.79707353,Mitochondrion,ATP synthase
P56381,24.2926705,-28.74198692,Mitochondrion,
P56385,23.55122193,-50.65799646,Mitochondrion,ATP synthase
P56537,-45.38643728,-7.131410241,,
P56545-2,-31.61282925,28.98181679,Nucleus,
P56556,15.3922016,-53.11659488,Mitochondrion,complex I
P56589,-15.60480687,-2.696544045,,
P56937-3;P56937;P56937-2,14.46034141,46.58503578,,
P56945;P56945-3,4.480465486,54.37690746,Cytoplasm,
P56962,-22.75679839,18.49671223,ER,
P57076,29.10753781,2.687523648,Cytoplasm,
P57081;P57081-2,-3.759127826,49.71242768,Nucleus,
P57088,8.6168723,26.30767736,,
P57105,-21.12877856,-34.46496307,Mitochondrion,
P57678,-18.03483637,64.13640383,,
P57737-3,-24.04004872,-44.37586903,Cytoplasm,
P57740,-55.29372218,10.68229469,Nucleus,Nuclear pore
P57764,10.64537551,-11.98058288,Secreted,
P57772;P57772-2,-12.46684351,20.91249379,,
P58107,-27.28801186,43.00594056,Cytoplasm,
P58546,37.07185681,-5.893203946,,
P59998;P59998-3,57.04810182,-11.79003798,Cytoplasm,Arp2/3 complex
P60033,24.93949381,9.443677176,,
P60059,-10.13368528,-26.77196505,ER,
P60174-1;P60174-4,-37.13111988,-24.95422334,,
P60228,-44.60197981,-18.75041461,,
P60468,-54.44754258,-19.17601984,ER,
P60510,-1.592815578,38.92289154,,
P60520,-23.63374828,-42.59364827,,
P60602,5.57462525,-47.34752836,Mitochondrion,
P60604;P60604-2,-4.954448047,-18.85460538,,
P60660,60.71262814,-5.337465358,,Myosins
P60709,60.44245441,-12.32452268,Cytoplasm,Actins
P60842;P60842-2,-42.95821334,-4.32037388,,
P60866;P60866-2,-43.54789726,-11.64468079,Ribosome,
P60891,-49.08828894,-21.70912949,,
P60900;P60900-2;P60900-3,-29.56989313,-10.6878272,,
P60903,12.97678699,-18.70855857,,
P60953,58.58866331,-11.83525078,Cytoplasm,Rho GTPase
P60981;P60981-2,33.78943527,-20.83339709,,
P60983,-51.83673081,-20.90889068,,
P61006;P61006-2,47.97551484,4.378460188,Cytoplasm,
P61009,28.16505572,-31.03739702,ER,
P61011;P61011-2,-33.2348633,-11.92241923,,
P61018,57.41894821,-20.18402829,,
P61019;P61019-2,30.53965513,-47.14597685,ER,
P61020;P61020-2,53.35165599,-35.16545215,,
P61024,5.782720934,68.53430362,,
P61026,60.17121466,-14.45234443,ER,
P61077;P61077-3;P61077-2,-42.19900119,-4.558932528,,
P61081,-25.59607307,-32.83156803,,
P61086;P61086-3;P61086-2,16.11290583,43.12802595,Cytoplasm,
P61088,-39.31840039,-18.29705055,,
P61106,60.72587325,-16.36225695,,
P61129,-51.44309384,13.76873211,,
P61158,56.84775091,-11.68173577,Cytoplasm,Arp2/3 complex
P61160;P61160-2,57.01891288,-11.66187113,Cytoplasm,Arp2/3 complex
P61163,53.01852077,-10.53895736,Cytoplasm,
P61165,25.56654992,-29.33926273,,
P61201;P61201-2,19.26914219,-11.43889618,,
P61221,-50.03662814,-19.25183843,Mitochondrion,
P61224;P61224-3;A6NIZ1;P61224-2,54.63633833,-34.81119908,Cytoplasm,
P61225,60.22668819,-13.61151633,,
P61244-2,-10.72436938,13.31449622,Nucleus,
P61247,-48.77290765,-13.02380745,Ribosome,
P61254,-48.93110459,-12.37732542,Ribosome,
P61289;P61289-2,-41.78840321,10.33912732,,
P61313,-47.26963666,-13.63122735,Ribosome,
P61326;P61326-2,-44.72659968,12.75485585,,EJC
P61353,-44.95377561,-13.22808104,Ribosome,
P61421,30.94230074,11.6600512,,
P61457,8.112361202,6.46389995,,
P61513,-44.32949429,-13.67924929,Ribosome,
P61586,58.42670892,-10.74970288,Cytoplasm,Rho GTPase
P61599,-6.095520201,25.42326341,,
P61604,-13.13899647,-21.39951781,Mitochondrion,
P61619;P61619-3,-47.91819854,-10.75299471,ER,
P61626,67.50821351,-34.60923989,Secreted,
P61758,-30.30103969,-8.131621848,,
P61764;P61764-2,25.36813645,-13.05196592,Cytoplasm,
P61769,50.96474572,18.72571926,Secreted,
P61803,27.79383212,-38.12753612,ER,
P61916;P61916-2,17.99751619,13.93317111,Secreted,
P61923;P61923-4;P61923-5;P61923-3,22.34355957,-9.51253519,Cytoplasm,
P61956-2;P61956,-49.54006493,11.72861336,Nucleus,
P61960;P61960-2,-29.36739658,-11.41058537,,
P61962,-20.18479593,37.95568594,,
P61964,-19.92763277,48.11569577,Nucleus,
P61966;P61966-2,35.91682697,-34.22300562,,
P61970,-19.85238243,-5.165786267,,
P61978-2,-22.18465051,-2.814368546,,
P61978-3,-44.36030576,15.13579263,,hnRNP
P61981,30.78531455,-17.562044,Cytoplasm,
P62070;P62070-4;P62070-3;P62070-2,54.81832689,-8.69268249,,
P62072,-23.51438956,-38.29415454,Mitochondrion,
P62081,-52.25082882,-14.70267801,Ribosome,
P62136,24.90909595,-13.75353728,,
P62140,32.11257756,-21.87988311,,
P62158,29.18985618,0.090490502,Cytoplasm,
P62191,-50.57811173,-21.41943286,,
P62195;P62195-2,-50.11616527,-21.39712612,,
P62241,-45.91314455,-13.44710259,Ribosome,
P62244,-52.28019636,-15.26455289,Ribosome,
P62249,-44.09346711,-12.9461889,Ribosome,
P62253,-11.07169339,4.699813973,,
P62256;P62256-2,25.67568626,9.104440679,,
P62258;P62258-2,27.40567134,-15.72913128,Cytoplasm,
P62263,-51.02287214,-14.33140758,Ribosome,
P62266,-50.9456164,-15.21875379,Ribosome,
P62269,-51.89470901,-13.83397189,Ribosome,
P62273;P62273-2,-53.15060905,-10.31503213,Ribosome,
P62277,-50.38429739,-12.28533646,Ribosome,
P62280,-50.7685959,-13.58285731,Ribosome,
P62304,-45.52924668,15.64517687,,Sm protein
P62306,-45.05640654,16.74200696,,Sm protein
P62308;A8MWD9,-45.72062338,16.01763632,,Sm protein
P62310,-46.74630309,16.38003869,Nucleus,mRNA splicing
P62312,-23.9384501,-3.337745182,,
P62314,-46.27752404,15.72470533,,Sm protein
P62316,-45.27351466,16.17975526,,Sm protein
P62318-2;P62318,-46.77050213,12.74662157,,Sm protein
P62328,50.82336483,13.59677876,Cytoplasm,
P62330,36.25569139,-11.35679831,Cytoplasm,
P62333,-50.11630251,-22.62793628,,
P62341,-19.93373288,-33.29740048,,
P62380,-1.488885083,50.43991023,,
P62424,-48.51398859,-13.40704229,Ribosome,
P62487,-42.1931366,28.44727255,Nucleus,
P62491,56.92117844,-18.233872,,
P62495;P62495-2,-39.09735727,-10.86308751,Cytoplasm,
P62633-2;P62633;P62633-7,-14.6596916,5.113656284,ER,
P62701,-47.33396695,-14.16706062,Ribosome,
P62750,-52.71847024,-13.68889846,Ribosome,
P62753,-52.00020284,-12.93351528,Ribosome,
P62805,-49.5809376,43.3700219,Nucleus,
